image_path,dataset,chi2_score,semantic_score,decision
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000020_leftImg8bit.png,lostandfound,22.9465,-1204.5522,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000030_leftImg8bit.png,lostandfound,11.8334,-1187.6844,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000040_leftImg8bit.png,lostandfound,5.8378,-1288.0859,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000050_leftImg8bit.png,lostandfound,2.8976,-1280.0807,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000060_leftImg8bit.png,lostandfound,6.5335,-1343.1337,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000070_leftImg8bit.png,lostandfound,11.2897,-1154.7079,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000080_leftImg8bit.png,lostandfound,12.1043,-1213.2639,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000090_leftImg8bit.png,lostandfound,17.5478,-1226.2484,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000100_leftImg8bit.png,lostandfound,6.581,-1453.1992,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000110_leftImg8bit.png,lostandfound,11.2474,-1461.4677,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000120_leftImg8bit.png,lostandfound,14.0834,-1716.8949,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000130_leftImg8bit.png,lostandfound,7.5343,-1933.464,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000140_leftImg8bit.png,lostandfound,13.2521,-1975.0137,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000150_leftImg8bit.png,lostandfound,10.5659,-2399.1548,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000160_leftImg8bit.png,lostandfound,13.0865,-1610.917,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000170_leftImg8bit.png,lostandfound,3.8725,-2131.4333,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000180_leftImg8bit.png,lostandfound,8.2643,-2025.5219,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000190_leftImg8bit.png,lostandfound,27.0887,-1758.9307,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000005_000200_leftImg8bit.png,lostandfound,15.2741,-1523.0647,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000020_leftImg8bit.png,lostandfound,11.883,-1786.1417,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000030_leftImg8bit.png,lostandfound,30.0459,-1737.1531,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000040_leftImg8bit.png,lostandfound,12.3329,-1597.986,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000050_leftImg8bit.png,lostandfound,19.5405,-1751.7679,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000060_leftImg8bit.png,lostandfound,22.8874,-1874.4048,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000070_leftImg8bit.png,lostandfound,4.9217,-1722.2159,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000080_leftImg8bit.png,lostandfound,26.503,-1455.0002,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000090_leftImg8bit.png,lostandfound,37.7981,-1456.6012,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000100_leftImg8bit.png,lostandfound,13.3252,-1334.2648,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000110_leftImg8bit.png,lostandfound,17.1646,-1532.9017,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000120_leftImg8bit.png,lostandfound,20.8909,-1351.2682,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000130_leftImg8bit.png,lostandfound,11.9578,-1547.703,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000140_leftImg8bit.png,lostandfound,13.7858,-1150.0154,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000150_leftImg8bit.png,lostandfound,4.5659,-1282.212,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000160_leftImg8bit.png,lostandfound,18.4105,-1208.3485,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000170_leftImg8bit.png,lostandfound,7.8675,-1354.8298,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000180_leftImg8bit.png,lostandfound,17.7785,-1300.0748,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000190_leftImg8bit.png,lostandfound,5.4625,-1559.7277,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000006_000200_leftImg8bit.png,lostandfound,6.8212,-1638.2417,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000020_leftImg8bit.png,lostandfound,11.3802,-1720.2346,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000030_leftImg8bit.png,lostandfound,9.7671,-1543.9954,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000040_leftImg8bit.png,lostandfound,9.1724,-1647.0682,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000050_leftImg8bit.png,lostandfound,8.3583,-2320.8894,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000060_leftImg8bit.png,lostandfound,12.4775,-1861.7528,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000070_leftImg8bit.png,lostandfound,9.5539,-1950.2585,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000080_leftImg8bit.png,lostandfound,15.6046,-2180.9304,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000090_leftImg8bit.png,lostandfound,24.1975,-1722.766,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000100_leftImg8bit.png,lostandfound,21.8996,-1651.6976,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000110_leftImg8bit.png,lostandfound,40.7536,-1528.7313,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000120_leftImg8bit.png,lostandfound,27.0334,-1424.5565,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000130_leftImg8bit.png,lostandfound,13.6949,-1286.0544,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000140_leftImg8bit.png,lostandfound,26.3005,-1382.5166,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000150_leftImg8bit.png,lostandfound,14.0757,-1368.4425,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000160_leftImg8bit.png,lostandfound,24.7049,-1114.3884,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000170_leftImg8bit.png,lostandfound,21.3991,-1259.3503,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000180_leftImg8bit.png,lostandfound,7.8571,-1367.8993,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000190_leftImg8bit.png,lostandfound,24.5043,-1297.4637,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000200_leftImg8bit.png,lostandfound,9.0846,-1363.4818,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000210_leftImg8bit.png,lostandfound,4.3978,-1460.1218,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000220_leftImg8bit.png,lostandfound,18.5803,-1452.4958,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000230_leftImg8bit.png,lostandfound,18.0707,-1625.6138,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000240_leftImg8bit.png,lostandfound,14.2168,-1582.7397,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000007_000250_leftImg8bit.png,lostandfound,6.7481,-1517.9785,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000020_leftImg8bit.png,lostandfound,30.5388,-1912.1851,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000030_leftImg8bit.png,lostandfound,15.7577,-1883.6792,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000040_leftImg8bit.png,lostandfound,18.2485,-2007.8585,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000050_leftImg8bit.png,lostandfound,18.8178,-1914.3782,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000060_leftImg8bit.png,lostandfound,20.5614,-2119.6226,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000070_leftImg8bit.png,lostandfound,30.0353,-2289.9387,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000080_leftImg8bit.png,lostandfound,25.7911,-1413.3444,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000090_leftImg8bit.png,lostandfound,28.5905,-1266.3535,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000100_leftImg8bit.png,lostandfound,22.3143,-1668.0139,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000110_leftImg8bit.png,lostandfound,18.4401,-1331.1608,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000120_leftImg8bit.png,lostandfound,15.791,-1254.2959,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000130_leftImg8bit.png,lostandfound,20.3634,-1235.7539,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000140_leftImg8bit.png,lostandfound,17.2216,-1299.7443,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000150_leftImg8bit.png,lostandfound,14.8741,-1303.1088,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000160_leftImg8bit.png,lostandfound,8.5293,-1280.1897,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000170_leftImg8bit.png,lostandfound,3.5404,-1370.6543,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000180_leftImg8bit.png,lostandfound,8.5418,-1368.7286,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000190_leftImg8bit.png,lostandfound,4.0465,-1670.0527,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000200_leftImg8bit.png,lostandfound,18.3815,-1273.2891,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000210_leftImg8bit.png,lostandfound,17.7031,-1638.6696,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000008_000220_leftImg8bit.png,lostandfound,17.3297,-1760.219,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000020_leftImg8bit.png,lostandfound,15.541,-1514.7264,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000030_leftImg8bit.png,lostandfound,19.8149,-1638.6451,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000040_leftImg8bit.png,lostandfound,7.9445,-1779.3846,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000050_leftImg8bit.png,lostandfound,10.2449,-1711.3003,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000060_leftImg8bit.png,lostandfound,11.7718,-1853.5887,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000070_leftImg8bit.png,lostandfound,28.2227,-1697.0345,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000080_leftImg8bit.png,lostandfound,24.8287,-1648.2677,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000090_leftImg8bit.png,lostandfound,44.5122,-2008.6101,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000100_leftImg8bit.png,lostandfound,17.7774,-1710.2854,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000110_leftImg8bit.png,lostandfound,18.5552,-1310.0597,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000120_leftImg8bit.png,lostandfound,19.6061,-1276.812,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000130_leftImg8bit.png,lostandfound,3.9399,-1575.343,stage2
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000140_leftImg8bit.png,lostandfound,22.6543,-1224.0332,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000150_leftImg8bit.png,lostandfound,8.4692,-1128.6812,pass
test/02_Hanns_Klemm_Str_44/02_Hanns_Klemm_Str_44_000009_000160_leftImg8bit.png,lostandfound,8.6525,-1208.4189,pass
