image_path,dataset,chi2_score,semantic_score,decision
test/greyasphalt_pig_4.webp,smiyc,18.1927,-7857.3276,stage2
test/greyasphalt_pig_5.webp,smiyc,50.8035,-11526.5889,stage2
test/greyasphalt_pig_6.webp,smiyc,56.0905,-7919.4253,stage2
test/greyasphalt_scooter_1.webp,smiyc,18.7017,-12426.415,stage2
test/greyasphalt_scooter_2.webp,smiyc,6.6185,-14698.8477,stage2
test/greyasphalt_scooter_3.webp,smiyc,14.4675,-13183.7666,stage2
test/greyasphalt_scooter_4.webp,smiyc,19.782,-11118.5205,stage2
test/greyasphalt_scooter_5.webp,smiyc,27.0106,-11539.5674,stage2
test/greyasphalt_scooter_6.webp,smiyc,19.6583,-11014.0264,stage2
test/greyasphalt_skateboard_1.webp,smiyc,36.0,-6856.23,stage2
test/greyasphalt_skateboard_2.webp,smiyc,11.7294,-11354.4014,stage2
test/greyasphalt_skateboard_3.webp,smiyc,10.1605,-10735.9424,stage2
test/greyasphalt_skateboard_4.webp,smiyc,18.8101,-9781.959,stage2
test/greyasphalt_skateboard_5.webp,smiyc,26.4576,-9461.7275,stage2
test/greyasphalt_skateboard_6.webp,smiyc,32.6111,-8520.501,stage2
test/greyasphalt_stump_2.webp,smiyc,142.2521,-2692.9919,stage1
test/greyasphalt_stump_3.webp,smiyc,61.6716,-2915.5649,stage2
test/greyasphalt_stump_6.webp,smiyc,139.5899,-3180.9602,stage1
test/greyasphalt_watercanB_1.webp,smiyc,89.6993,-3110.9597,stage1
test/greyasphalt_watercanB_4.webp,smiyc,136.639,-3692.9963,stage1
test/greyasphalt_watercanB_7.webp,smiyc,90.3973,-3257.6492,stage1
test/greyasphalt_watercanS_2.webp,smiyc,118.8549,-2885.5171,stage1
test/greyasphalt_watercanS_7.webp,smiyc,156.0754,-3559.0571,stage1
test/motorway_axestump_2.webp,smiyc,84.5604,-2875.1953,stage1
test/motorway_basket_1.webp,smiyc,95.9741,-2786.4739,stage1
test/motorway_basket_4.webp,smiyc,28.3726,-3805.093,stage2
test/motorway_boot_1.webp,smiyc,73.306,-2792.4368,stage1
test/motorway_boot_3.webp,smiyc,30.5706,-3212.4717,stage2
test/motorway_boot_6_and_bird.webp,smiyc,53.1579,-2604.3411,stage2
test/motorway_bottleC_1.webp,smiyc,16.4768,-2689.3438,stage2
test/motorway_bottleC_3.webp,smiyc,3.8765,-2157.4175,stage2
test/motorway_bottleC_5.webp,smiyc,12.8715,-2574.1531,stage2
test/motorway_bottles_1.webp,smiyc,54.9388,-2928.1824,stage2
test/motorway_bottles_k.webp,smiyc,116.6112,-2722.8684,stage1
test/motorway_bucket_3.webp,smiyc,76.039,-2834.877,stage1
test/motorway_canister_3.webp,smiyc,61.1645,-2371.1177,stage2
test/motorway_cans_1.webp,smiyc,101.0293,-2528.2839,stage1
test/motorway_cans3_1.webp,smiyc,22.0177,-2071.0708,stage2
test/motorway_cans3_3.webp,smiyc,9.2585,-2234.8962,stage2
test/motorway_cans3_7.webp,smiyc,19.7834,-2310.9153,stage2
test/motorway_helmetB_1.webp,smiyc,82.6809,-2558.4119,stage1
test/motorway_helmetB_3.webp,smiyc,117.0619,-2788.6143,stage1
test/motorway_helmetO_1.webp,smiyc,126.4421,-3283.5627,stage1
test/motorway_stone_1.webp,smiyc,92.4157,-2722.3162,stage1
test/motorway_stone_2.webp,smiyc,92.4157,-2722.3162,stage1
test/motorway_stump_2.webp,smiyc,81.9506,-2212.7554,stage1
test/motorway_stump_3.webp,smiyc,35.0688,-2458.9478,stage2
test/motorway_triangle_2.webp,smiyc,114.6092,-3464.9792,stage1
test/motorway_watercanB_1.webp,smiyc,16.3979,-2182.335,stage2
test/motorway_watercanS_1.webp,smiyc,129.8746,-2731.3022,stage1
test/motorway_wood_2.webp,smiyc,20.2681,-2773.6804,stage2
test/motorway_wood_4.webp,smiyc,19.7306,-2876.124,stage2
test/motorway_wood_7.webp,smiyc,10.0143,-2956.6809,stage2
test/one-way-street_backpack_1.webp,smiyc,20.1992,-4477.5518,stage2
test/one-way-street_backpack2_1.webp,smiyc,13.6563,-1551.9272,stage2
test/one-way-street_backpack2_2.webp,smiyc,5.066,-2082.699,stage2
test/one-way-street_backpack2_3.webp,smiyc,6.9446,-2355.1528,stage2
test/one-way-street_backpack2_4.webp,smiyc,85.1305,-2797.6599,stage1
test/one-way-street_backpack2_5.webp,smiyc,61.0318,-3559.4988,stage2
test/one-way-street_backpack_2.webp,smiyc,37.4843,-4958.8052,stage2
test/one-way-street_backpack_3.webp,smiyc,14.0418,-7859.5645,stage2
test/one-way-street_backpack_4.webp,smiyc,9.8546,-6110.1167,stage2
test/one-way-street_bagB_1.webp,smiyc,14.728,-2853.282,stage2
test/one-way-street_bagB_2.webp,smiyc,36.8493,-2690.6646,stage2
test/one-way-street_bagB_3.webp,smiyc,25.2838,-3283.5823,stage2
test/one-way-street_bagB_4.webp,smiyc,66.1323,-3072.0811,stage2
test/one-way-street_bagB_5.webp,smiyc,33.8508,-4433.332,stage2
test/one-way-street_bagB_6.webp,smiyc,28.095,-3544.1841,stage2
test/one-way-street_bagB_7.webp,smiyc,37.2754,-7065.8418,stage2
test/one-way-street_bagB_8.webp,smiyc,80.8865,-7347.3696,stage1
test/one-way-street_bagB_9.webp,smiyc,41.4142,-4405.7451,stage2
test/one-way-street_cap_1.webp,smiyc,26.1937,-2009.2421,stage2
test/one-way-street_cap_2.webp,smiyc,24.3848,-3041.7664,stage2
test/one-way-street_cap_3.webp,smiyc,17.7899,-6002.5723,stage2
test/one-way-street_cartons2_1.webp,smiyc,8.8617,-2630.634,stage2
test/one-way-street_cartons2_2.webp,smiyc,31.52,-2457.325,stage2
test/one-way-street_cartons2_3.webp,smiyc,46.3438,-3473.0044,stage2
test/one-way-street_cartons2_4.webp,smiyc,71.7604,-3725.2356,stage2
test/one-way-street_cartons2_5.webp,smiyc,20.232,-6007.3623,stage2
test/one-way-street_cartons2_6.webp,smiyc,36.6575,-6224.9902,stage2
test/one-way-street_cartons2_7.webp,smiyc,42.1244,-6061.7295,stage2
test/one-way-street_dog_1.webp,smiyc,12.8756,-2924.2666,stage2
test/one-way-street_dog_2.webp,smiyc,7.1086,-5269.5581,stage2
test/one-way-street_dog_3.webp,smiyc,21.8616,-4806.8701,stage2
test/one-way-street_dog_4.webp,smiyc,24.7941,-5389.855,stage2
test/one-way-street_dog_5.webp,smiyc,41.9404,-6067.1323,stage2
test/one-way-street_dog_6.webp,smiyc,15.8405,-6319.0576,stage2
test/one-way-street_frisbee_1.webp,smiyc,31.5165,-3656.1724,stage2
test/one-way-street_frisbee_2.webp,smiyc,23.3601,-3860.1182,stage2
test/one-way-street_frisbee_3.webp,smiyc,6.6252,-3392.8567,stage2
test/one-way-street_frisbee_4.webp,smiyc,10.9942,-4309.7256,stage2
test/one-way-street_frisbee_5.webp,smiyc,29.9218,-4019.5298,stage2
test/one-way-street_frisbee_6.webp,smiyc,38.3069,-4113.189,stage2
test/one-way-street_frisbee_7.webp,smiyc,53.9882,-6091.8018,stage2
test/one-way-street_frisbee_8.webp,smiyc,35.7848,-5850.6201,stage2
test/one-way-street_frisbee_9.webp,smiyc,36.1833,-5227.7056,stage2
test/one-way-street_inliner_10.webp,smiyc,89.1408,-8269.0488,stage1
test/one-way-street_inliner_1.webp,smiyc,30.0938,-2953.332,stage2
test/one-way-street_inliner_2.webp,smiyc,36.2841,-2597.658,stage2
test/one-way-street_inliner_3.webp,smiyc,56.6382,-4074.019,stage2
test/one-way-street_inliner_4.webp,smiyc,74.9349,-4122.9297,stage1
test/one-way-street_inliner_5.webp,smiyc,15.0446,-4927.1914,stage2
test/one-way-street_inliner_6.webp,smiyc,34.0939,-4781.6182,stage2
test/one-way-street_inliner_7.webp,smiyc,60.9889,-5913.2734,stage2
test/one-way-street_inliner_8.webp,smiyc,67.0464,-4882.6055,stage2
test/one-way-street_inliner_9.webp,smiyc,123.829,-4917.9966,stage1
test/one-way-street_pig_1.webp,smiyc,12.8281,-3372.9202,stage2
test/one-way-street_pig_2.webp,smiyc,11.5259,-2292.593,stage2
test/one-way-street_pig_3.webp,smiyc,48.7933,-4146.8843,stage2
test/one-way-street_pig_4.webp,smiyc,47.7069,-4175.332,stage2
test/one-way-street_pig_5.webp,smiyc,39.6613,-3693.2983,stage2
test/one-way-street_pig_6.webp,smiyc,46.5066,-8623.1064,stage2
test/one-way-street_pig_7.webp,smiyc,121.7153,-4182.9429,stage1
test/one-way-street_pig_8.webp,smiyc,80.1918,-9658.168,stage1
test/one-way-street_pig_9.webp,smiyc,66.7008,-8716.3418,stage2
test/one-way-street_sleigh_10.webp,smiyc,30.3486,-5331.2876,stage2
test/one-way-street_sleigh_1.webp,smiyc,4.9897,-2586.8064,stage2
test/one-way-street_sleigh_2.webp,smiyc,63.7208,-3167.6096,stage2
test/one-way-street_sleigh_3.webp,smiyc,56.3393,-2632.0615,stage2
test/one-way-street_sleigh_4.webp,smiyc,46.9519,-3644.3733,stage2
test/one-way-street_sleigh_5.webp,smiyc,37.9084,-4580.8521,stage2
test/one-way-street_sleigh_6.webp,smiyc,20.1872,-3341.0994,stage2
test/one-way-street_sleigh_7.webp,smiyc,77.3849,-4242.6812,stage1
test/one-way-street_sleigh_8.webp,smiyc,48.9738,-4775.5757,stage2
test/one-way-street_sleigh_9.webp,smiyc,14.0593,-4354.4385,stage2
test/paving_axe_2.webp,smiyc,18.5001,-3002.1743,stage2
test/paving_axe_4.webp,smiyc,41.9769,-2869.2061,stage2
test/paving_axestump_2.webp,smiyc,8.5322,-2719.0208,stage2
test/paving_axewood_5.webp,smiyc,59.2364,-2815.6873,stage2
test/paving_axewood_8.webp,smiyc,29.1072,-3366.4297,stage2
test/paving_bag_3.webp,smiyc,12.1146,-3920.1384,stage2
test/paving_bag_6.webp,smiyc,30.2528,-3275.8877,stage2
test/paving_basket_3.webp,smiyc,14.2487,-3349.5659,stage2
test/paving_basket_5.webp,smiyc,5.597,-3568.5444,stage2
test/paving_boot_1.webp,smiyc,17.7213,-3154.3901,stage2
test/paving_boot_2.webp,smiyc,5.4758,-3040.8796,stage2
test/paving_boot_7.webp,smiyc,21.7538,-3824.7534,stage2
test/paving_bottles_1.webp,smiyc,18.5365,-2579.4912,stage2
test/paving_bottles_2.webp,smiyc,18.3222,-4887.0688,stage2
test/paving_bottlesBC_5.webp,smiyc,48.8335,-2877.1299,stage2
test/paving_bucket_3.webp,smiyc,39.8307,-3560.2334,stage2
test/paving_bucket_6.webp,smiyc,31.2722,-3308.571,stage2
test/paving_canister_1.webp,smiyc,13.2658,-3459.6719,stage2
test/paving_canister_4.webp,smiyc,39.3421,-3128.1936,stage2
test/paving_canister_8.webp,smiyc,23.5452,-3493.5474,stage2
test/paving_cans_2.webp,smiyc,11.9411,-3617.1614,stage2
test/paving_cansPB_8.webp,smiyc,54.0639,-3605.1433,stage2
test/paving_helmetB_1.webp,smiyc,12.0915,-3572.4104,stage2
test/paving_helmetB_2.webp,smiyc,30.8262,-3972.4504,stage2
test/paving_helmetB_7.webp,smiyc,24.5543,-4416.9722,stage2
test/paving_helmetG_1.webp,smiyc,10.6636,-2942.0977,stage2
test/paving_helmetG_3.webp,smiyc,31.1209,-4084.959,stage2
test/paving_helmetG_7.webp,smiyc,12.2186,-3591.4714,stage2
test/paving_stump_2.webp,smiyc,19.4254,-3846.3345,stage2
test/paving_stump_7.webp,smiyc,35.8268,-3526.9011,stage2
test/paving_watercanB_2.webp,smiyc,18.2767,-3577.6108,stage2
test/paving_watercanB_5.webp,smiyc,35.9379,-3237.0781,stage2
test/paving_watercanB_9.webp,smiyc,48.8502,-3233.2371,stage2
test/paving_watercanS_2.webp,smiyc,26.9934,-3607.4041,stage2
test/paving_watercanS_4.webp,smiyc,29.0978,-3444.5986,stage2
test/paving_watercanS_8.webp,smiyc,40.7892,-3103.5171,stage2
test/paving_wood_2.webp,smiyc,7.679,-3168.1101,stage2
test/paving_wood_3.webp,smiyc,14.9198,-3909.4587,stage2
test/paving_wood_6.webp,smiyc,22.7424,-2718.562,stage2
test/snowstorm1_00_00_51.868.webp,smiyc,12.0867,-8320.9326,stage2
test/snowstorm1_00_00_56.106.webp,smiyc,23.2388,-6759.4692,stage2
test/snowstorm1_00_00_59.226.webp,smiyc,21.9369,-5583.8232,stage2
test/snowstorm1_00_03_05.185.webp,smiyc,17.5383,-13224.1299,stage2
test/snowstorm1_00_03_08.939.webp,smiyc,13.4316,-9891.7969,stage2
test/snowstorm1_00_03_24.738.webp,smiyc,85.6348,-10323.8682,stage1
test/snowstorm1_00_07_41.845.webp,smiyc,42.9343,-10281.1436,stage2
test/snowstorm1_00_07_43.930.webp,smiyc,57.0195,-11422.4619,stage2
test/snowstorm1_00_08_18.898.webp,smiyc,82.3521,-5158.5059,stage1
test/snowstorm1_00_08_21.968.webp,smiyc,66.4126,-7780.0791,stage2
test/snowstorm1_00_08_26.106.webp,smiyc,46.9717,-6552.999,stage2
test/snowstorm1_00_09_22.178.webp,smiyc,46.3778,-16033.5,stage2
test/snowstorm1_00_10_06.489.webp,smiyc,166.5923,-6043.9365,stage1
test/snowstorm1_00_10_48.898.webp,smiyc,175.6351,-8523.9512,stage1
test/snowstorm1_00_10_52.886.webp,smiyc,125.4436,-8618.3867,stage1
test/snowstorm1_00_10_55.939.webp,smiyc,135.3179,-9520.9658,stage1
test/snowstorm1_00_11_28.972.webp,smiyc,148.0817,-5485.5171,stage1
test/snowstorm1_00_11_33.009.webp,smiyc,145.1192,-6112.1162,stage1
test/snowstorm1_00_13_15.261.webp,smiyc,89.7594,-20408.8438,stage1
test/snowstorm1_00_13_18.748.webp,smiyc,117.3352,-13480.2109,stage1
test/snowstorm1_00_14_02.892.webp,smiyc,98.6612,-10318.5996,stage1
test/snowstorm1_00_14_05.595.webp,smiyc,92.5348,-10124.5781,stage1
test/snowstorm1_00_14_37.727.webp,smiyc,106.6434,-14620.8799,stage1
test/snowstorm1_00_14_40.363.webp,smiyc,104.8234,-14455.2021,stage1
test/snowstorm1_00_15_20.970.webp,smiyc,176.5437,-15669.5713,stage1
test/snowstorm1_00_15_24.040.webp,smiyc,85.2864,-11827.916,stage1
test/snowstorm1_00_15_26.042.webp,smiyc,125.8161,-15124.5977,stage1
test/snowstorm1_00_15_56.322.webp,smiyc,197.6233,-12031.252,stage1
test/snowstorm1_00_16_00.827.webp,smiyc,144.3194,-10658.1328,stage1
test/snowstorm1_00_16_02.578.webp,smiyc,100.11,-8602.7266,stage1
test/snowstorm2_00_00_49.600.webp,smiyc,180.9909,-6811.1743,stage1
test/snowstorm2_00_00_52.502.webp,smiyc,173.8119,-6683.9805,stage1
test/snowstorm2_00_01_35.045.webp,smiyc,182.9787,-9396.9102,stage1
test/snowstorm2_00_01_38.181.webp,smiyc,162.4566,-7448.4946,stage1
test/snowstorm2_00_01_39.950.webp,smiyc,114.7512,-8993.9834,stage1
test/snowstorm2_00_02_27.047.webp,smiyc,84.2555,-9948.9707,stage1
test/snowstorm2_00_02_30.667.webp,smiyc,83.9015,-11034.2734,stage1
test/snowstorm2_00_02_32.753.webp,smiyc,103.4209,-11987.1211,stage1
test/snowstorm2_00_03_09.556.webp,smiyc,59.6058,-7591.792,stage2
test/snowstorm2_00_03_13.443.webp,smiyc,88.0951,-8918.5586,stage1
test/snowstorm2_00_04_07.881.webp,smiyc,99.9222,-13079.7471,stage1
test/snowstorm2_00_04_12.152.webp,smiyc,70.4812,-12515.5938,stage2
test/snowstorm2_00_04_14.087.webp,smiyc,53.9368,-15201.0654,stage2
test/snowstorm2_00_04_46.303.webp,smiyc,107.3137,-9847.873,stage1
test/snowstorm2_00_04_49.172.webp,smiyc,83.5992,-7621.3413,stage1
test/snowstorm2_00_04_52.192.webp,smiyc,85.7175,-6236.1562,stage1
test/snowstorm2_00_05_47.380.webp,smiyc,131.4348,-7293.8257,stage1
test/snowstorm2_00_05_53.503.webp,smiyc,65.0645,-10289.9795,stage2
test/snowstorm2_00_05_55.972.webp,smiyc,109.1256,-15989.3203,stage1
test/snowstorm2_00_06_00.260.webp,smiyc,108.2264,-6702.2593,stage1
test/snowstorm2_00_06_46.423.webp,smiyc,74.9251,-7994.0347,stage1
test/snowstorm2_00_06_49.910.webp,smiyc,67.5311,-7218.1455,stage2
test/snowstorm2_00_06_52.545.webp,smiyc,65.8227,-6051.4399,stage2
test/snowstorm2_00_06_54.030.webp,smiyc,84.9623,-6244.1221,stage1
test/snowstorm2_00_07_27.397.webp,smiyc,110.3817,-8377.8389,stage1
test/validation_10.webp,smiyc,9.1173,-4045.3137,stage2
test/validation_11.webp,smiyc,6.9502,-3455.6279,stage2
test/validation_12.webp,smiyc,52.2368,-6131.603,stage2
test/validation_13.webp,smiyc,27.9048,-4824.4653,stage2
test/validation_14.webp,smiyc,16.4082,-5530.6328,stage2
test/validation_15.webp,smiyc,37.2649,-5504.354,stage2
test/validation_16.webp,smiyc,19.331,-6867.3247,stage2
test/validation_17.webp,smiyc,19.8137,-6476.7114,stage2
test/validation_18.webp,smiyc,41.866,-8139.8906,stage2
test/validation_1.webp,smiyc,17.2842,-6172.4829,stage2
test/validation_20.webp,smiyc,104.0815,-3415.637,stage1
test/validation_2.webp,smiyc,15.1056,-5340.3472,stage2
test/validation_30.webp,smiyc,187.6152,-4485.8828,stage1
test/validation_31.webp,smiyc,27.5524,-7404.7031,stage2
test/validation_32.webp,smiyc,35.6176,-6733.9561,stage2
test/validation_33.webp,smiyc,191.2968,-5774.376,stage1
test/validation_34.webp,smiyc,105.2663,-4735.2725,stage1
test/validation_35.webp,smiyc,142.5389,-8806.9648,stage1
test/validation_36.webp,smiyc,36.8439,-3493.8843,stage2
test/validation_37.webp,smiyc,28.4488,-3844.1353,stage2
test/validation_38.webp,smiyc,7.9336,-5549.7925,stage2
test/validation_39.webp,smiyc,46.7635,-7051.0898,stage2
test/validation_3.webp,smiyc,15.5529,-5910.4409,stage2
test/validation_40.webp,smiyc,39.3308,-9383.7031,stage2
test/validation_4.webp,smiyc,3.8194,-3666.4038,stage2
test/validation_5.webp,smiyc,18.3117,-3711.7402,stage2
test/validation_6.webp,smiyc,15.0341,-6212.2388,stage2
test/validation_7.webp,smiyc,33.0231,-4899.9087,stage2
test/validation_8.webp,smiyc,10.0566,-3992.219,stage2
test/validation_9.webp,smiyc,11.6812,-4252.1831,stage2
